item_idx,l0_before_ref,l0_after,l1_before_ref,l1_after,l2_before_ref,l2_after
5177,51,50,33,60,104,113
5178,57,58,108,23,105,101
5179,11,4,30,107,119,8
5180,11,4,75,85,191,77
5181,13,47,47,25,249,84
5182,57,60,27,1,147,135
5183,61,57,78,71,27,8
5184,3,52,58,50,20,4
5185,57,60,112,48,18,1
5186,63,52,85,62,118,87
5187,11,4,73,50,129,157
5188,48,60,55,36,169,87
5189,36,35,15,109,43,83
5190,50,34,100,126,231,238
5191,50,52,15,121,209,30
5192,47,27,86,122,119,197
5193,27,31,64,29,21,209
5194,30,40,2,103,130,236
5195,30,51,88,60,38,128
5196,51,15,60,94,197,40
5197,54,50,84,28,157,171
5198,51,15,27,38,68,87
5199,10,8,17,4,172,32
5200,63,60,88,70,44,70
5201,33,2,30,19,184,229
5202,7,7,68,16,27,229
5203,51,20,22,103,98,65
5204,9,50,7,36,32,41
5205,51,15,126,52,142,13
5206,56,59,47,123,30,58
5207,49,26,84,94,9,66
5208,49,26,123,102,132,5
5209,51,15,6,96,40,171
5210,29,49,48,15,86,85
5211,36,35,67,100,246,135
5212,11,4,27,103,179,30
5213,11,4,107,65,100,210
5214,41,56,59,106,237,97
5215,60,27,59,39,58,115
5216,10,30,20,20,18,66
5217,53,48,29,28,101,92
5218,49,30,71,99,10,211
5219,10,51,127,34,90,143
5220,27,31,9,49,255,135
5221,63,60,100,15,69,181
5222,7,45,117,8,122,162
5223,8,33,75,1,199,159
5224,53,39,84,48,206,240
5225,18,52,50,36,215,199
5226,11,4,117,101,214,160
5227,18,27,35,102,215,45
5228,62,38,86,81,96,198
5229,33,2,70,108,80,226
5230,50,34,9,58,209,253
5231,51,50,80,60,192,254
5232,36,15,81,99,186,159
5233,57,36,47,93,232,196
5234,0,48,51,32,215,203
5235,29,45,11,31,52,209
5236,52,29,21,123,229,124
5237,46,49,43,113,244,131
5238,36,50,16,108,241,226
5239,1,32,92,87,88,223
5240,1,12,28,75,229,222
5241,20,0,125,99,31,161
5242,6,19,119,104,144,19
5243,41,9,13,84,70,245
5244,10,30,80,87,205,82
5245,10,8,68,48,202,173
5246,1,19,1,14,52,239
5247,34,5,80,52,83,17
5248,6,44,127,7,138,44
5249,36,28,24,48,43,142
5250,56,44,113,78,39,106
5251,25,11,69,49,247,193
5252,2,36,24,36,153,19
5253,30,36,111,3,219,197
5254,45,41,95,110,255,252
5255,47,47,28,96,9,114
5256,29,35,66,115,236,202
5257,41,56,42,7,150,207
5258,29,12,21,12,81,67
5259,57,52,66,123,78,59
5260,29,12,77,93,116,105
5261,4,25,22,117,79,109
5262,42,43,79,25,220,158
5263,49,26,122,109,234,218
5264,2,36,27,19,12,8
5265,2,36,34,32,219,148
5266,47,27,88,17,123,225
5267,61,7,18,11,229,7
5268,30,40,67,0,255,44
5269,25,21,85,113,85,133
5270,18,43,104,82,136,242
5271,50,34,83,11,4,245
5272,46,49,46,111,194,72
5273,1,32,7,25,100,98
5274,42,43,8,39,122,191
5275,57,48,71,58,55,1
5276,63,58,95,11,97,47
5277,63,48,10,93,51,217
5278,18,25,81,82,248,146
5279,29,12,10,54,26,224
5280,20,55,78,19,23,3
5281,63,60,67,15,5,206
5282,32,54,95,56,167,31
5283,20,21,62,12,254,195
5284,35,47,25,21,210,28
5285,42,43,117,56,161,89
5286,62,38,25,21,68,212
5287,14,46,46,111,167,136
5288,23,43,115,100,42,179
5289,23,22,125,98,132,119
5290,62,45,90,22,124,204
5291,62,43,50,107,103,0
5292,38,14,22,83,43,213
5293,60,61,101,94,193,210
5294,24,46,38,70,91,157
5295,24,46,116,79,73,229
5296,34,5,69,58,85,233
5297,50,34,124,126,123,193
5298,28,13,59,74,79,37
5299,47,27,88,17,0,89
5300,4,3,109,109,14,73
5301,9,43,15,57,80,85
5302,49,26,2,23,225,66
5303,53,39,80,83,113,161
5304,29,11,11,101,2,210
5305,33,20,119,108,150,55
5306,33,2,19,102,33,236
5307,46,49,97,50,99,25
5308,24,49,85,66,4,5
5309,55,10,9,17,25,205
5310,36,63,120,1,69,191
5311,13,13,113,61,96,23
5312,63,49,94,43,140,141
5313,0,5,103,69,97,127
5314,28,62,106,14,103,252
5315,60,57,106,115,6,109
5316,60,61,53,80,63,55
5317,17,10,47,33,172,181
5318,2,39,119,13,80,100
5319,0,11,51,37,49,234
5320,41,60,59,70,176,76
5321,35,48,84,107,246,254
5322,1,32,82,99,172,79
5323,2,32,11,59,8,208
5324,1,0,102,105,224,155
5325,60,61,65,98,230,179
5326,42,43,26,110,27,197
5327,36,35,35,121,111,184
5328,28,23,10,54,90,102
5329,0,11,49,54,94,211
5330,35,35,49,22,148,216
5331,3,52,110,18,143,136
5332,48,20,59,15,70,181
5333,51,13,17,113,80,172
5334,32,54,71,42,115,98
5335,48,20,63,56,187,198
5336,63,33,29,111,247,175
5337,51,50,33,54,174,113
5338,46,49,101,85,69,215
5339,58,54,78,36,53,178
5340,32,54,66,61,176,212
5341,13,13,117,66,88,52
5342,6,19,113,61,144,137
5343,24,46,49,28,120,227
5344,46,49,49,106,149,24
5345,31,58,53,125,229,145
5346,31,1,127,83,58,139
5347,24,46,36,78,2,110
5348,26,11,69,49,16,239
5349,34,5,69,76,135,78
5350,28,23,127,108,102,82
5351,58,29,14,21,6,73
5352,54,49,5,76,14,138
5353,44,16,91,91,225,209
5354,6,14,89,88,121,137
5355,57,60,107,9,28,118
5356,50,32,45,104,49,75
5357,57,52,107,97,212,251
5358,63,48,109,5,112,192
5359,7,7,27,57,96,147
5360,7,7,12,5,84,202
5361,19,47,78,75,102,129
5362,14,19,36,80,229,30
5363,42,43,38,77,140,17
5364,29,12,31,51,129,72
5365,28,23,41,97,124,74
5366,54,50,33,64,61,131
5367,30,26,86,58,160,111
5368,20,55,71,80,207,43
5369,7,7,84,65,5,103
5370,47,8,6,111,122,53
5371,33,47,42,116,122,51
5372,49,26,27,60,191,34
5373,39,24,72,60,64,53
5374,33,2,32,101,144,238
5375,20,21,66,20,217,193
5376,22,21,53,108,255,60
5377,23,27,104,94,112,226
5378,8,33,69,19,1,76
5379,39,41,6,6,139,34
5380,0,9,34,121,236,184
5381,31,1,80,98,60,216
5382,15,9,68,127,108,62
5383,15,1,41,67,248,233
5384,15,1,56,57,252,5
5385,29,12,101,100,226,151
5386,41,56,96,41,187,59
5387,38,59,102,117,57,55
5388,22,51,101,106,182,250
5389,48,55,18,68,88,175
5390,44,16,34,6,217,228
5391,17,0,78,100,3,135
5392,59,59,66,5,63,9
5393,49,26,2,63,65,218
5394,48,20,86,85,10,21
5395,30,40,81,54,56,200
5396,30,15,88,88,1,55
5397,50,30,113,4,180,140
5398,50,50,80,78,145,68
5399,27,31,22,112,196,143
5400,15,1,16,122,161,197
5401,34,14,100,99,238,252
5402,34,5,33,102,85,206
5403,6,14,56,86,1,134
5404,43,42,13,44,111,220
5405,3,52,33,126,236,214
5406,57,52,54,31,239,63
5407,42,43,7,111,6,87
5408,18,43,4,52,13,245
5409,43,62,64,81,106,82
5410,42,43,17,50,4,213
5411,38,59,45,102,161,67
5412,46,49,23,99,138,93
5413,9,37,74,100,241,85
5414,5,3,20,79,60,8
5415,51,15,9,113,220,219
5416,24,23,38,124,136,183
5417,42,43,50,120,94,183
5418,9,37,116,44,104,29
5419,34,16,77,48,14,215
5420,46,49,124,126,226,77
5421,5,28,73,78,86,70
5422,7,14,64,123,239,82
5423,14,46,11,113,152,237
5424,10,8,49,33,228,206
5425,25,27,35,72,142,157
5426,8,33,51,18,243,207
5427,4,3,125,7,227,249
5428,13,13,74,48,248,240
5429,61,11,12,58,65,8
5430,9,37,109,109,168,190
5431,23,48,44,59,69,146
5432,52,17,14,74,62,130
5433,3,52,120,30,17,105
5434,12,45,117,70,236,25
5435,25,51,46,9,174,92
5436,6,59,18,18,238,18
5437,16,18,114,31,219,161
5438,25,62,68,6,189,97
5439,42,22,49,11,159,245
5440,42,43,107,110,112,210
5441,19,47,118,48,247,208
5442,23,37,21,24,165,208
5443,19,47,66,110,117,212
5444,62,38,84,83,59,254
5445,42,43,53,59,149,155
5446,14,46,1,106,110,103
5447,27,31,74,7,251,176
5448,22,34,34,91,155,58
5449,51,50,61,69,240,180
5450,61,57,51,50,19,146
5451,52,17,35,124,191,32
5452,23,52,39,82,138,255
5453,49,26,34,70,212,31
5454,52,17,63,56,160,255
5455,63,60,37,34,137,232
5456,35,47,22,8,76,181
5457,39,24,56,57,95,131
5458,53,39,65,32,1,239
5459,33,2,90,61,203,248
5460,39,41,71,12,146,25
5461,39,41,112,16,36,34
5462,30,35,44,114,84,44
5463,48,51,71,82,241,58
5464,7,7,75,1,243,246
5465,30,31,21,48,85,246
5466,30,15,101,85,129,107
5467,0,41,0,37,0,31
5468,45,41,51,83,145,235
5469,50,34,90,2,100,188
5470,37,36,66,53,103,63
5471,2,36,81,54,106,11
5472,26,51,86,123,41,124
5473,47,27,28,51,129,114
5474,61,36,14,51,30,32
5475,55,39,42,15,81,96
5476,49,26,88,103,210,34
5477,43,42,71,16,36,17
5478,23,22,70,118,132,10
5479,28,23,76,58,58,68
5480,1,30,47,81,89,131
5481,58,63,79,58,91,33
5482,44,16,110,9,94,184
5483,22,21,40,107,152,70
5484,48,20,59,18,196,41
5485,48,20,61,38,166,39
5486,51,15,35,20,237,201
5487,15,1,30,81,70,190
5488,15,7,30,119,131,122
5489,31,15,63,118,185,83
5490,51,15,35,103,17,127
5491,31,63,84,38,70,173
5492,50,56,115,89,150,39
5493,42,43,14,115,140,153
5494,63,60,100,15,127,234
5495,35,47,19,68,193,28
5496,47,27,118,1,83,124
5497,44,16,98,73,244,8
5498,11,4,58,125,210,153
5499,39,24,121,94,211,153
5500,53,33,52,32,195,158
5501,17,0,33,68,9,48
5502,3,52,100,71,153,164
5503,49,26,8,48,110,43
5504,49,26,6,25,156,189
5505,46,49,41,51,138,248
5506,5,3,20,61,184,80
5507,5,28,24,112,73,235
5508,2,36,51,88,46,177
5509,9,37,119,7,198,216
5510,9,37,41,51,134,131
5511,43,42,88,13,101,120
5512,37,9,44,111,136,184
5513,45,14,57,35,166,40
5514,23,22,44,120,85,5
5515,16,44,92,36,147,186
5516,12,45,0,83,10,16
5517,43,62,77,80,208,13
5518,25,55,81,11,2,79
5519,7,7,122,65,105,214
5520,20,51,26,89,33,250
5521,30,34,119,57,12,37
5522,32,54,81,62,75,222
5523,34,5,33,102,63,43
5524,4,3,68,111,117,206
5525,20,21,57,112,8,42
5526,4,18,75,125,181,234
5527,14,11,104,83,78,22
5528,14,46,77,23,45,12
5529,23,22,21,70,227,54
5530,20,51,61,113,50,107
5531,52,17,68,29,15,192
5532,29,12,60,40,190,233
5533,7,7,78,89,113,59
5534,42,43,40,84,150,157
5535,35,27,112,107,103,234
5536,16,18,101,100,7,236
5537,43,42,5,87,58,87
5538,16,18,69,9,156,30
5539,4,3,69,22,33,236
5540,4,3,125,23,165,108
5541,38,38,81,30,115,55
5542,51,15,92,66,138,10
5543,56,44,80,24,195,162
5544,9,37,75,92,204,92
5545,56,44,5,59,52,87
5546,56,44,120,27,243,171
5547,5,28,115,6,135,49
5548,38,28,17,112,220,14
5549,23,47,102,64,194,167
5550,29,12,77,93,193,5
5551,7,2,9,16,219,104
5552,33,2,51,46,207,198
5553,14,46,24,16,223,38
5554,3,5,11,24,244,48
5555,49,26,90,32,249,38
5556,7,2,20,91,109,68
5557,10,30,67,63,54,92
5558,2,40,102,25,135,30
5559,41,56,33,52,167,202
5560,45,25,71,24,153,138
5561,2,36,84,69,181,152
5562,10,8,108,1,251,3
5563,33,2,70,27,215,3
5564,47,27,117,70,48,174
5565,48,20,93,11,160,18
5566,55,10,9,82,207,88
5567,61,57,108,117,121,21
5568,7,7,72,90,63,153
5569,8,8,85,125,158,38
5570,46,49,78,77,155,216
5571,16,56,97,119,96,18
5572,36,35,34,32,15,118
5573,16,14,50,86,13,33
5574,23,40,11,21,52,191
5575,40,62,23,27,233,15
5576,9,37,100,122,7,32
5577,63,60,24,92,124,151
5578,29,35,28,115,110,41
5579,42,47,13,101,69,83
5580,32,35,15,97,169,202
5581,44,23,53,87,242,93
5582,63,58,52,37,132,132
5583,42,43,71,120,21,22
5584,42,43,81,52,171,222
5585,13,13,81,90,254,228
5586,38,59,101,68,180,142
5587,0,11,10,28,205,141
5588,43,42,41,97,52,206
5589,49,26,81,28,157,39
5590,7,7,21,86,93,120
5591,10,8,72,51,220,148
5592,7,7,70,54,234,146
5593,20,33,120,92,66,34
5594,49,26,24,29,181,45
5595,51,50,32,63,157,147
5596,37,1,51,0,100,154
5597,15,1,3,35,29,22
5598,5,28,123,48,53,7
5599,20,30,52,8,146,129
5600,62,38,82,93,95,221
5601,9,37,84,30,145,149
5602,17,32,65,59,228,151
5603,28,15,33,11,159,6
5604,1,32,75,101,162,254
5605,61,57,51,3,113,11
5606,46,25,10,120,150,229
5607,25,55,33,109,54,31
5608,25,33,58,10,179,60
5609,2,40,57,22,44,152
5610,61,33,57,50,164,56
5611,3,52,89,15,154,105
5612,51,15,75,110,239,161
5613,19,30,98,17,23,96
5614,33,7,104,93,220,37
5615,25,55,59,10,6,211
5616,19,47,100,17,211,236
5617,30,40,80,98,182,171
5618,33,2,81,88,116,211
5619,9,37,36,80,8,214
5620,59,9,12,91,252,5
5621,21,35,31,119,37,122
5622,38,59,49,32,111,105
5623,59,3,24,71,95,27
5624,26,53,107,42,50,230
5625,12,45,71,100,1,20
5626,45,41,71,36,89,208
5627,44,16,116,125,167,206
5628,62,38,56,7,61,33
5629,62,38,15,60,110,38
5630,36,35,125,94,181,74
5631,6,14,99,50,122,184
5632,42,43,111,63,231,59
5633,19,32,76,36,218,51
5634,34,5,101,77,26,148
5635,6,24,104,79,173,242
5636,6,14,121,60,136,183
5637,61,57,49,44,106,163
5638,39,21,30,26,57,58
5639,23,22,98,12,167,77
5640,48,56,125,15,42,167
5641,12,19,96,14,245,2
5642,37,9,97,55,129,247
5643,16,18,67,71,92,20
5644,38,13,43,104,174,5
5645,27,21,3,35,110,90
5646,29,12,116,96,216,147
5647,14,46,22,52,127,25
5648,62,29,90,91,102,35
5649,62,38,34,54,248,35
5650,23,48,120,19,17,34
5651,62,38,86,29,125,61
5652,42,43,76,21,202,81
5653,62,38,101,94,42,128
5654,43,42,114,54,232,38
5655,62,42,124,35,237,243
5656,23,22,16,107,123,246
5657,31,58,12,34,199,18
5658,63,58,3,10,53,28
5659,58,39,5,76,89,7
5660,38,59,110,107,188,173
5661,5,28,13,10,59,7
5662,4,3,80,76,140,207
5663,13,13,57,19,145,152
5664,18,21,79,101,72,229
5665,38,49,94,117,172,252
5666,46,49,116,34,194,110
5667,3,15,2,11,81,16
5668,18,43,38,107,188,147
5669,42,43,87,72,41,67
5670,58,13,9,6,115,188
5671,43,42,0,88,232,151
5672,17,6,14,68,103,128
5673,3,52,72,60,201,231
5674,36,63,120,63,65,179
5675,29,12,84,93,46,192
5676,32,54,28,67,22,140
5677,19,47,68,111,126,212
5678,32,54,100,0,230,147
5679,10,8,13,57,106,35
5680,57,54,69,103,229,192
5681,27,31,25,69,53,184
5682,32,54,124,63,15,173
5683,26,51,120,35,237,88
5684,11,4,12,92,204,218
5685,13,13,47,19,202,13
5686,6,41,67,56,128,93
5687,45,41,58,93,226,12
5688,22,24,52,52,8,89
5689,47,40,83,47,162,156
5690,39,24,91,51,115,165
5691,47,27,22,17,124,41
5692,10,8,15,17,211,192
5693,13,32,17,15,104,25
5694,58,29,28,84,141,214
5695,36,48,108,6,219,89
5696,48,20,38,53,42,71
5697,52,17,88,23,28,13
5698,46,49,30,107,205,198
5699,19,47,19,101,110,226
5700,34,5,110,91,196,23
5701,38,59,84,31,88,178
5702,49,30,71,2,130,129
5703,24,12,82,5,130,182
5704,4,3,100,63,201,108
5705,5,28,76,105,87,20
5706,32,10,100,69,198,127
5707,16,18,29,100,87,21
5708,59,60,111,15,196,236
5709,18,25,74,116,177,90
5710,36,1,101,7,134,176
5711,36,14,17,123,174,62
5712,39,59,107,125,141,113
5713,34,18,67,46,95,176
5714,54,46,11,2,125,164
5715,63,58,3,4,94,134
5716,46,49,90,100,88,175
5717,30,40,94,112,154,91
5718,25,46,106,49,238,18
5719,52,17,109,56,118,253
5720,33,2,127,15,36,52
5721,28,23,16,87,154,133
5722,60,8,19,98,169,7
5723,32,54,127,70,76,23
5724,34,5,15,65,43,225
5725,13,13,13,70,211,163
5726,55,10,111,3,231,38
5727,34,5,18,54,250,5
5728,55,10,76,47,122,201
5729,13,13,124,63,26,233
5730,53,53,88,118,130,36
5731,44,16,44,100,104,213
5732,61,33,89,88,11,50
5733,48,52,29,39,212,17
5734,43,11,75,49,143,212
5735,46,49,73,107,77,192
5736,33,7,12,12,220,108
5737,9,48,6,49,142,242
5738,16,58,2,16,238,36
5739,23,22,83,62,126,219
5740,62,42,54,95,4,118
5741,62,38,69,54,145,52
5742,52,17,34,11,245,193
5743,37,9,8,41,44,175
5744,14,46,74,50,20,197
5745,8,33,41,51,239,73
5746,18,25,60,125,117,119
5747,39,31,30,98,84,8
5748,39,24,38,22,85,146
5749,33,47,76,54,126,88
5750,16,18,71,88,209,39
5751,17,0,106,14,200,150
5752,35,35,80,112,7,206
5753,58,29,83,43,95,56
5754,7,42,92,6,178,50
5755,8,33,67,112,110,155
5756,33,31,79,27,160,107
5757,42,43,58,26,155,135
5758,41,34,10,111,193,159
5759,2,36,122,13,124,71
5760,60,7,19,72,252,37
5761,7,44,50,112,34,240
5762,31,1,74,50,27,218
5763,57,60,111,1,105,60
5764,15,1,86,16,247,249
5765,61,57,58,93,243,167
5766,6,14,114,81,104,79
5767,62,38,7,10,148,153
5768,16,18,20,28,88,104
5769,4,18,9,12,0,0
5770,24,49,85,66,83,159
5771,20,51,118,19,65,188
5772,17,0,122,19,222,238
5773,43,62,93,10,240,151
5774,46,49,82,99,64,134
5775,1,32,1,121,89,189
5776,17,0,2,126,237,94
5777,26,48,29,69,137,144
5778,60,61,68,48,1,174
5779,46,49,35,67,71,189
5780,63,58,107,25,254,119
5781,35,47,66,34,226,60
5782,47,27,89,82,58,75
5783,10,8,70,28,167,205
5784,10,8,57,19,101,196
5785,49,26,117,70,95,89
5786,4,18,44,69,70,234
5787,43,42,72,24,142,121
5788,39,2,11,22,134,116
5789,37,9,44,68,11,145
5790,49,26,23,65,151,90
5791,14,11,71,77,40,201
5792,5,59,103,46,120,118
5793,38,59,16,122,90,200
5794,47,27,48,88,147,96
5795,47,61,104,123,121,225
5796,8,33,29,94,191,119
5797,39,24,95,87,179,172
5798,27,31,112,12,243,136
5799,55,19,76,36,153,239
5800,0,18,66,4,11,202
5801,28,23,107,0,136,134
5802,46,49,58,26,195,166
5803,43,42,33,17,140,238
5804,62,38,91,61,185,150
5805,62,38,122,98,61,126
5806,62,38,15,32,47,71
5807,7,2,78,30,84,43
5808,62,38,3,91,61,193
5809,35,53,45,55,201,118
5810,10,30,73,77,106,64
5811,20,55,105,82,78,177
5812,60,61,64,26,191,101
5813,7,3,109,8,87,188
5814,12,45,2,2,128,188
5815,22,21,96,114,78,138
5816,46,49,5,117,119,222
5817,5,63,102,126,222,160
5818,55,10,7,94,241,218
5819,10,8,67,77,0,89
5820,2,40,30,45,236,34
5821,22,21,111,3,118,223
5822,13,39,42,59,12,7
5823,63,58,24,9,210,62
5824,52,17,75,87,96,191
5825,38,59,69,28,253,131
5826,2,21,116,121,251,101
5827,3,52,62,99,40,236
5828,33,2,47,104,242,203
5829,36,35,27,60,162,1
5830,30,40,52,102,211,18
5831,30,40,68,40,50,235
5832,9,37,96,92,224,201
5833,59,6,109,109,7,152
5834,20,6,46,107,61,35
5835,59,6,85,0,216,208
5836,45,41,33,55,78,200
5837,49,30,102,103,16,87
5838,16,28,59,92,46,121
5839,14,19,123,36,181,138
5840,10,8,77,19,158,9
5841,34,2,100,94,164,136
5842,59,6,103,51,97,102
5843,37,9,9,66,103,79
5844,25,59,69,88,250,143
5845,35,47,64,81,84,32
5846,62,38,60,50,38,146
5847,42,43,125,4,16,219
5848,19,47,117,74,15,83
5849,47,27,90,63,69,153
5850,47,27,4,104,132,109
5851,22,21,86,56,93,142
5852,13,13,126,37,143,45
5853,13,13,68,29,143,6
5854,42,43,17,50,231,125
5855,22,20,56,78,176,204
5856,24,49,109,42,13,165
5857,38,59,85,65,27,243
5858,14,46,105,77,60,179
5859,12,13,92,24,229,5
5860,4,3,105,77,40,15
5861,46,49,114,74,46,200
5862,18,25,17,74,77,72
5863,22,21,109,0,136,127
5864,3,52,72,117,220,243
5865,1,32,42,39,247,222
5866,36,15,49,22,151,76
5867,63,60,50,126,155,181
5868,57,52,107,97,134,34
5869,60,61,92,9,232,252
5870,52,17,75,125,62,119
5871,24,49,16,43,8,229
5872,16,11,103,111,190,93
5873,59,6,125,87,216,94
5874,26,51,49,69,143,95
5875,35,47,64,81,199,50
5876,56,44,124,47,144,201
5877,8,39,45,39,158,40
5878,5,44,8,61,241,242
5879,21,14,78,119,68,72
5880,21,37,60,102,214,134
5881,0,5,58,85,165,74
5882,29,33,11,98,244,145
5883,59,59,79,63,112,160
5884,51,49,69,65,222,126
5885,34,5,79,58,253,182
5886,34,5,94,123,183,171
5887,46,49,82,97,226,194
5888,56,44,120,76,191,186
5889,31,1,94,107,232,179
5890,8,33,112,83,1,136
5891,51,50,21,74,58,110
5892,47,61,78,23,214,53
5893,46,63,55,44,26,113
5894,61,57,53,59,132,109
5895,34,5,110,69,180,237
5896,3,52,2,54,28,89
5897,41,56,99,112,63,152
5898,3,52,8,41,247,229
5899,17,0,77,45,131,148
5900,58,29,102,125,240,194
5901,39,24,10,24,18,203
5902,62,38,3,30,248,123
5903,51,15,114,16,20,102
5904,41,30,123,26,39,30
5905,41,56,126,48,138,234
5906,10,8,60,53,96,234
5907,10,51,65,121,159,150
5908,43,42,1,97,7,40
5909,0,11,105,13,64,81
5910,17,0,101,116,47,84
5911,1,32,122,46,233,16
5912,24,46,99,82,100,147
5913,17,1,27,79,254,234
5914,1,32,82,22,205,145
5915,54,21,65,10,32,9
5916,9,63,35,88,241,49
5917,50,49,114,37,226,4
5918,20,33,120,58,177,128
5919,36,1,51,17,135,60
5920,7,41,98,91,219,154
5921,3,30,30,74,180,158
5922,30,36,85,55,22,90
5923,10,8,58,26,181,171
5924,33,8,51,81,225,235
5925,36,48,26,96,34,162
5926,42,43,46,111,196,187
5927,31,1,79,59,24,119
5928,44,3,111,96,54,55
5929,26,31,99,31,179,76
5930,36,35,76,2,112,212
5931,14,23,109,23,170,124
5932,14,46,82,22,169,211
5933,46,49,122,34,150,108
5934,46,49,29,85,24,47
5935,3,52,18,102,141,61
5936,53,3,103,28,238,136
5937,17,0,34,61,21,31
5938,21,5,126,119,230,245
5939,32,54,116,91,35,158
5940,32,54,44,32,132,108
5941,63,62,24,64,66,49
5942,54,50,94,48,173,114
5943,56,44,28,77,65,58
5944,56,44,20,105,45,71
5945,5,48,70,118,216,150
5946,50,34,103,98,215,226
5947,24,46,81,64,92,11
5948,13,13,68,29,107,106
5949,33,2,88,58,27,8
5950,16,19,127,59,227,31
5951,6,48,100,48,30,148
5952,1,24,10,97,38,253
5953,14,19,14,84,61,68
5954,24,46,120,125,151,124
5955,43,47,8,41,255,7
5956,18,25,125,124,36,255
5957,42,43,14,23,144,196
5958,43,42,70,6,217,3
5959,61,57,110,77,168,109
5960,13,13,127,86,184,214
5961,46,63,55,44,116,254
5962,38,14,17,98,145,165
5963,14,19,97,111,54,253
5964,41,58,49,127,244,23
5965,36,14,5,17,120,191
5966,60,51,86,81,22,36
5967,26,51,111,62,47,240
5968,27,20,69,117,11,23
5969,26,51,9,116,140,30
5970,23,22,119,83,97,162
5971,23,48,68,113,171,25
5972,61,27,112,92,165,100
5973,40,53,101,89,55,134
5974,27,31,87,127,49,159
5975,19,47,32,17,143,210
5976,63,60,117,70,127,228
5977,63,60,37,94,191,104
5978,49,26,2,103,191,152
5979,55,19,106,6,212,127
5980,43,19,99,82,5,133
5981,53,39,70,27,130,149
5982,55,10,29,60,230,102
5983,39,41,12,19,220,108
5984,30,40,84,112,117,248
5985,35,14,43,43,204,42
5986,56,44,12,92,210,26
5987,60,61,58,32,169,28
5988,27,31,26,38,44,29
5989,49,30,9,65,189,173
5990,45,41,64,29,254,113
5991,35,55,19,99,143,193
5992,35,36,48,53,50,109
5993,11,4,35,99,211,175
5994,61,57,77,93,208,42
5995,51,50,72,62,149,140
5996,51,50,105,55,130,55
5997,47,47,9,8,251,156
5998,33,2,13,106,72,74
5999,48,20,37,46,81,212
6000,63,58,107,11,26,35
6001,63,58,3,71,29,123
6002,39,2,49,119,226,18
6003,3,52,15,74,210,197
6004,41,56,33,52,246,169
6005,24,49,47,66,211,76
6006,24,59,82,44,111,42
6007,46,49,123,66,116,92
6008,24,11,10,90,241,75
6009,54,20,40,112,136,165
6010,49,26,58,11,220,144
6011,61,57,97,72,191,95
6012,13,57,47,53,206,87
6013,16,18,19,89,150,188
6014,42,43,78,39,78,228
6015,10,8,104,92,63,197
6016,35,47,8,12,78,138
6017,62,38,44,124,121,39
6018,36,35,4,103,214,134
6019,49,26,125,39,51,209
6020,23,22,63,40,107,172
6021,8,33,36,125,133,84
6022,1,49,47,86,203,250
6023,54,60,92,76,59,75
6024,60,61,21,103,174,112
6025,55,11,69,43,202,1
6026,14,62,90,73,172,151
6027,21,43,67,64,0,86
6028,9,37,5,66,106,160
6029,24,46,74,8,30,224
6030,34,5,38,71,118,108
6031,8,54,82,84,159,111
6032,0,11,29,102,173,59
6033,32,54,11,19,0,24
6034,2,36,33,2,188,247
6035,42,43,114,110,51,79
6036,23,22,125,87,210,27
6037,42,43,9,115,80,103
6038,62,38,35,2,195,15
6039,23,22,58,12,135,26
6040,7,7,98,90,64,141
6041,39,4,107,116,9,90
6042,42,43,85,49,46,67
6043,45,41,28,47,156,87
6044,11,4,29,40,28,137
6045,11,4,66,9,41,31
6046,32,4,34,34,128,245
6047,44,36,53,9,225,109
6048,32,58,95,96,70,118
6049,60,61,32,120,1,2
6050,53,39,67,114,135,3
6051,8,33,58,93,164,54
6052,42,43,110,83,181,159
6053,14,46,15,65,202,248
6054,49,26,107,5,171,157
6055,22,31,99,59,198,215
6056,45,41,34,125,97,32
6057,30,27,44,20,156,235
6058,15,41,67,18,159,31
6059,33,2,51,83,219,97
6060,2,36,42,25,153,107
6061,23,22,29,60,146,248
6062,13,57,111,99,218,68
6063,29,12,57,108,236,63
6064,60,58,59,85,163,128
6065,30,58,82,77,148,123
6066,36,44,66,6,224,67
6067,44,29,17,122,63,226
6068,12,45,125,38,190,176
6069,47,62,73,123,225,70
6070,20,21,28,95,182,166
6071,52,17,93,107,199,135
6072,62,38,74,100,18,181
6073,56,44,78,114,85,233
6074,56,44,76,65,171,231
6075,54,20,48,119,44,179
6076,56,44,104,83,215,102
6077,51,21,9,124,204,192
6078,13,13,120,27,212,185
6079,47,40,16,11,146,187
6080,45,45,12,86,203,141
6081,52,17,46,111,11,170
6082,18,2,4,61,185,241
6083,23,48,123,36,55,187
6084,41,56,96,41,209,174
6085,23,19,31,36,116,216
6086,41,34,7,111,222,255
6087,10,8,92,81,175,157
6088,61,57,41,51,145,168
6089,54,50,20,34,110,151
6090,62,38,0,99,243,64
6091,46,62,73,30,227,235
6092,38,14,43,122,120,48
6093,34,5,69,58,233,255
6094,13,13,116,44,67,223
6095,18,25,93,10,203,127
6096,16,18,15,127,100,192
6097,9,37,99,6,103,94
6098,11,4,110,103,62,79
6099,31,1,51,120,20,181
6100,39,41,81,25,150,240
6101,13,13,125,58,205,61
6102,58,29,85,116,205,194
6103,5,28,28,8,147,24
6104,52,17,101,38,156,28
6105,13,13,11,54,207,210
6106,31,58,96,109,70,55
